,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2976,Kingsford,-33.9215922,151.22723069999998,Kreta Ayer,-33.92230335543671,151.22708484657042,Malay Restaurant
2977,Kingsford,-33.9215922,151.22723069999998,McDonald's,-33.91966502452428,151.2272219038569,Fast Food Restaurant
2978,Kingsford,-33.9215922,151.22723069999998,Oporto,-33.921146,151.22655,Fast Food Restaurant
2979,Kingsford,-33.9215922,151.22723069999998,Sinma Laksa House,-33.924860123040865,151.2283726474309,Malay Restaurant
2980,Kingsford,-33.9215922,151.22723069999998,IGA Kingsford,-33.92385056588967,151.22786041168635,Grocery Store
2981,Kingsford,-33.9215922,151.22723069999998,UNSW Main Walkway,-33.917353833017614,151.22679373966292,Plaza
2982,Kingsford,-33.9215922,151.22723069999998,Botany Bay,-33.92525323216984,151.227676052626,Park
2983,Kingsford,-33.9215922,151.22723069999998,Dacey Gardens,-33.92553645021662,151.22780697690274,Park
2984,Kingsford,-33.9215922,151.22723069999998,Bar Navitas,-33.91727946111219,151.22697397003952,Café
2985,Kingsgrove,-33.9371844,151.0996523,Anytime Fitness,-33.93775984451644,151.10016470067956,Gym
2986,Kingsgrove,-33.9371844,151.0996523,Macchina,-33.94119294883169,151.10058483830593,Café
2987,Kingsgrove,-33.9371844,151.0996523,All Good Things Eatery,-33.941352889819285,151.10020200420763,Café
2988,Kingsgrove,-33.9371844,151.0996523,Woolworths,-33.94137602023715,151.10026008747536,Supermarket
2989,Kingsgrove,-33.9371844,151.0996523,One Clementine,-33.9414829,151.1000186,Vietnamese Restaurant
2990,Kingsgrove,-33.9371844,151.0996523,Kingsgrove Hotel,-33.940922238840585,151.1014972134525,Pub
2991,Kingsgrove,-33.9371844,151.0996523,Kingsgrove Hotel Bistro,-33.94095,151.10162,Bistro
2992,Kingswood,-33.761377200000005,150.7213283,Domino's Pizza,-33.75843128076759,150.72019650954857,Pizza Place
2993,Kingswood,-33.761377200000005,150.7213283,Subway,-33.75900537771802,150.7210037038072,Sandwich Place
2994,Kingswood,-33.761377200000005,150.7213283,Hallani's 7 Day Convenience,-33.76114,150.72064,Convenience Store
2995,Kingswood,-33.761377200000005,150.7213283,Zaika Indian Restaurant,-33.760731,150.72019398,Indian Restaurant
2996,Kingswood,-33.761377200000005,150.7213283,Doug Rennie Field,-33.762748773159124,150.7209295345802,Athletics & Sports
2997,Kingswood,-33.761377200000005,150.7213283,Kingswood Sports Club,-33.76119,150.72351,Sports Bar
2998,Kingswood,-33.761377200000005,150.7213283,Chicken Man,-33.75915,150.72094,Fast Food Restaurant
2999,Kingswood,-33.761377200000005,150.7213283,Platform 1,-33.758413146270435,150.7201735837916,Platform
3000,Kingswood,-33.761377200000005,150.7213283,Chapman Gardens,-33.763253490354614,150.72465599010775,Baseball Field
3001,Kingswood,-33.761377200000005,150.7213283,The Seafood Basket,-33.75830190125013,150.71919229387228,Fast Food Restaurant
3002,Kingswood,-33.761377200000005,150.7213283,Kingswood Station,-33.758418124869294,150.7199752411036,Train Station
3003,Kingswood Park,-33.761377200000005,150.7213283,Domino's Pizza,-33.75843128076759,150.72019650954857,Pizza Place
3004,Kingswood Park,-33.761377200000005,150.7213283,Subway,-33.75900537771802,150.7210037038072,Sandwich Place
3005,Kingswood Park,-33.761377200000005,150.7213283,Hallani's 7 Day Convenience,-33.76114,150.72064,Convenience Store
3006,Kingswood Park,-33.761377200000005,150.7213283,Zaika Indian Restaurant,-33.760731,150.72019398,Indian Restaurant
3007,Kingswood Park,-33.761377200000005,150.7213283,Doug Rennie Field,-33.762748773159124,150.7209295345802,Athletics & Sports
3008,Kingswood Park,-33.761377200000005,150.7213283,Kingswood Sports Club,-33.76119,150.72351,Sports Bar
3009,Kingswood Park,-33.761377200000005,150.7213283,Chicken Man,-33.75915,150.72094,Fast Food Restaurant
3010,Kingswood Park,-33.761377200000005,150.7213283,Platform 1,-33.758413146270435,150.7201735837916,Platform
3011,Kingswood Park,-33.761377200000005,150.7213283,Chapman Gardens,-33.763253490354614,150.72465599010775,Baseball Field
3012,Kingswood Park,-33.761377200000005,150.7213283,The Seafood Basket,-33.75830190125013,150.71919229387228,Fast Food Restaurant
3013,Kingswood Park,-33.761377200000005,150.7213283,Kingswood Station,-33.758418124869294,150.7199752411036,Train Station
3014,Kirrawee,-34.0344781,151.0726428,Moim Japan Kitchen,-34.03384851765908,151.0712824677902,Japanese Restaurant
3015,Kirrawee,-34.0344781,151.0726428,My Caffeine Romance,-34.03457,151.0707,Café
3016,Kirrawee,-34.0344781,151.0726428,The Prince,-34.03168552375653,151.07562807023595,Hotel Bar
3017,Kirrawee,-34.0344781,151.0726428,7-Eleven,-34.031551785998296,151.07593959754277,Convenience Store
3018,Kirrawee,-34.0344781,151.0726428,McDonald's,-34.031836680791635,151.0736045334422,Fast Food Restaurant
3019,Kirribilli,-33.847665899999996,151.2158138,Kirribilli Lookout,-33.84932304660323,151.21329790383808,Scenic Lookout
3020,Kirribilli,-33.847665899999996,151.2158138,Bradfield Park,-33.848728,151.212132,Park
3021,Kirribilli,-33.847665899999996,151.2158138,The Botanist,-33.84538629375136,151.21277174509856,Lounge
3022,Kirribilli,-33.847665899999996,151.2158138,La Capannina Restaurant,-33.84729714290143,151.21209004854524,Italian Restaurant
3023,Kirribilli,-33.847665899999996,151.2158138,Ainoya (藍の屋),-33.84622747846111,151.21344963409246,Japanese Restaurant
3024,Kirribilli,-33.847665899999996,151.2158138,Dr Mary Booth Park & Lookout,-33.85041777404564,151.21577155211241,Park
3025,Kirribilli,-33.847665899999996,151.2158138,Flying Bear Cafe,-33.84486821360148,151.21535447975705,Café
3026,Kirribilli,-33.847665899999996,151.2158138,Small Bar Kirribilli,-33.84733044847578,151.2130282939132,Bar
3027,Kirribilli,-33.847665899999996,151.2158138,Garfish,-33.846211690686665,151.21303420074076,Seafood Restaurant
3028,Kirribilli,-33.847665899999996,151.2158138,Fitzroy Food Co,-33.84737374036861,151.21339453712088,Tapas Restaurant
3029,Kirribilli,-33.847665899999996,151.2158138,"Street Market, Asian Tapas & Resturant",-33.847267,151.21329,Asian Restaurant
3030,Kirribilli,-33.847665899999996,151.2158138,Flying Squadron Yacht Club,-33.84486449357678,151.2153735032484,Whisky Bar
3031,Kirribilli,-33.847665899999996,151.2158138,Grace of India,-33.845631,151.21237,Indian Restaurant
3032,Kirribilli,-33.847665899999996,151.2158138,Stir Crazy Thai,-33.84716569880321,151.21285945583955,Thai Restaurant
3033,Kirribilli,-33.847665899999996,151.2158138,Bacino Espresso Bar,-33.847383292856605,151.2132841364888,Café
3034,Kirribilli,-33.847665899999996,151.2158138,Ensemble Theatre,-33.845031120271464,151.21549634391306,Theater
3035,Kirribilli,-33.847665899999996,151.2158138,Celsius Coffee Co.,-33.84940312779858,151.22025574719345,Café
3036,Kirribilli,-33.847665899999996,151.2158138,North Sydney Olympic Pool,-33.849319730692564,151.21088623070852,Pool
3037,Kirribilli,-33.847665899999996,151.2158138,Cool Mac Cafe,-33.84622693382363,151.21337167547424,Café
3038,Kirribilli,-33.847665899999996,151.2158138,Milson Park,-33.84394909590972,151.21425404120248,Park
3039,Kirribilli,-33.847665899999996,151.2158138,Kirribilli Woodfire Kitchen,-33.84606896514313,151.21266664819626,Italian Restaurant
3040,Kirribilli,-33.847665899999996,151.2158138,By the Bridge,-33.846085459115365,151.21266791378457,Café
3041,Kirribilli,-33.847665899999996,151.2158138,Coco Chocolate,-33.84663,151.21307,Food & Drink Shop
3042,Kirribilli,-33.847665899999996,151.2158138,Milson Park Community Garden,-33.843960967411114,151.21358533903498,Park
3043,Kirribilli,-33.847665899999996,151.2158138,Kirribilli Seafoods,-33.84723,151.21326,Fish Market
3044,Kirribilli,-33.847665899999996,151.2158138,Oski,-33.846813,151.212873,Coffee Shop
3045,Kirribilli,-33.847665899999996,151.2158138,Ricky's Cafe,-33.845996093700606,151.21262900035856,Café
3046,Kirribilli,-33.847665899999996,151.2158138,Batch Burgers & Espresso,-33.846978596023156,151.2128230987165,Burger Joint
3047,Kirribilli,-33.847665899999996,151.2158138,Kirribilli Village Cafe,-33.84688175933108,151.21292382898318,Café
3048,Kirribilli,-33.847665899999996,151.2158138,Aqua Dining,-33.8492993914682,151.2108890398735,Italian Restaurant
3049,Kirribilli,-33.847665899999996,151.2158138,The Lounge Bar,-33.846432025938434,151.211553428788,Café
3050,Kirribilli,-33.847665899999996,151.2158138,Mastro's Cafe,-33.8453713397352,151.21128758973276,Café
3051,Kirribilli,-33.847665899999996,151.2158138,Woolworths Metro,-33.84612,151.21299,Supermarket
3052,Kirribilli,-33.847665899999996,151.2158138,Bangkok Sidewalk,-33.84737784208972,151.2131398335762,Thai Restaurant
3053,Kirribilli,-33.847665899999996,151.2158138,flaky tart bakery,-33.8460189332258,151.2126626606715,Bakery
3054,Kirribilli,-33.847665899999996,151.2158138,Thai Fusion,-33.8465459415916,151.2127785751871,Thai Restaurant
3055,Kirribilli,-33.847665899999996,151.2158138,The Kirribilli Hotel,-33.84582283103341,151.2127332713381,Pub
3056,Kirribilli,-33.847665899999996,151.2158138,Glenferrie Lodge,-33.85018999098048,151.21846431245876,Motel
3057,Kirribilli,-33.847665899999996,151.2158138,Kirribilli Market,-33.84651977289968,151.21176671092658,Flea Market
3058,Kirribilli,-33.847665899999996,151.2158138,Ripples at Milsons Point,-33.84964576735352,151.21132770535587,Italian Restaurant
3059,Kirribilli,-33.847665899999996,151.2158138,Milsons Point Station,-33.84649691818783,151.21205699231064,Train Station
3060,Kirribilli,-33.847665899999996,151.2158138,Pompidou,-33.84713679312774,151.21158953460858,Café
3061,Kirribilli,-33.847665899999996,151.2158138,Jeffereys St Wharf,-33.84972081883127,151.2139334232325,Boat or Ferry
3062,Kirribilli,-33.847665899999996,151.2158138,Spit Roast Shop,-33.84596275713088,151.21265037523713,Fast Food Restaurant
3063,Kirribilli,-33.847665899999996,151.2158138,Beulah Street Ferry Wharf,-33.85162767079592,151.21703732031165,Pier
3064,Kirribilli,-33.847665899999996,151.2158138,Pet Medical Milsons Point,-33.850647,151.21236,Veterinarian
3065,Kogarah,-33.968226,151.1354509,Parea Express,-33.9720242072381,151.13618649277586,Greek Restaurant
3066,Kogarah,-33.968226,151.1354509,Parea Greek Tavern,-33.97198458845991,151.13638621333223,Greek Restaurant
3067,Kogarah,-33.968226,151.1354509,Stay Handsome Espresso,-33.96383,151.13452,Coffee Shop
3068,Kogarah,-33.968226,151.1354509,Thai Recipe,-33.965146615848155,151.13323535913443,Thai Restaurant
3069,Kogarah,-33.968226,151.1354509,Kafe Neo,-33.97235906222293,151.13639552322255,Café
3070,Kogarah,-33.968226,151.1354509,Amici Di Kogarah,-33.96509432990881,151.13340072421278,Italian Restaurant
3071,Kogarah,-33.968226,151.1354509,PappaRoti,-33.96543,151.132,Bakery
3072,Kogarah,-33.968226,151.1354509,Montgomery St cafe,-33.96522430678397,151.13544722452062,Café
3073,Kogarah,-33.968226,151.1354509,Tako,-33.96513510047665,151.1332470683343,Japanese Restaurant
3074,Kogarah,-33.968226,151.1354509,Culture Bean,-33.96729,151.13212,Café
3075,Kogarah,-33.968226,151.1354509,7-Eleven,-33.964403749172064,151.1372117735148,Convenience Store
3076,Kogarah Bay,-33.9816792,151.12397019999997,Officeworks,-33.97901921067963,151.1215402818568,Paper / Office Supplies Store
3077,Kogarah Bay,-33.9816792,151.12397019999997,Red Rooster,-33.978570843870784,151.12237644987536,Fast Food Restaurant
3078,Kogarah Bay,-33.9816792,151.12397019999997,7-Eleven,-33.98057229788996,151.119277059521,Convenience Store
3079,Kogarah Bay,-33.9816792,151.12397019999997,Domino's Pizza,-33.97734,151.12365,Pizza Place
3080,Kurnell,-34.02223789999999,151.1880555,Kurnell Community Sports & Rec Club,-34.0245927,151.1838902,Sports Club
3081,Kurraba Point,-33.84158729999999,151.223028,Cremorne Point Walk,-33.840073,151.22565,Trail
3082,Kurraba Point,-33.84158729999999,151.223028,Kurraba Point Reserve,-33.84504024300346,151.22320761486068,Scenic Lookout
3083,Kurraba Point,-33.84158729999999,151.223028,Ta Ta Thai,-33.840963,151.219011,Thai Restaurant
3084,Kurraba Point,-33.84158729999999,151.223028,Thelma And Louise Café,-33.84188269539038,151.218967602703,Café
3085,Kurraba Point,-33.84158729999999,151.223028,Kurraba Point Ferry Wharf,-33.84335043353683,151.22171862510385,Pier
3086,Kurraba Point,-33.84158729999999,151.223028,Kurraba Wharf Store,-33.84467752779688,151.22350024583162,Convenience Store
3087,Kurraba Point,-33.84158729999999,151.223028,Neutral Bay Beach,-33.84192555371369,151.2192857393964,Beach
3088,Kurraba Point,-33.84158729999999,151.223028,Neutral Bay Ferry Wharf,-33.84229828767566,151.21924643713,Pier
3089,Kurraba Point,-33.84158729999999,151.223028,Hayes General Store,-33.84187,151.21904,Convenience Store
3090,Kurraba Point,-33.84158729999999,151.223028,Hodgson Lookout,-33.845064701285764,151.22406144675085,Park
3091,Kurraba Point,-33.84158729999999,151.223028,Neutral Bay Ferry,-33.844327187080275,151.21940527262976,Boat or Ferry
3092,Kurrajong,-33.5532572,150.66770580000002,Sassafras Creek Food and Design,-33.55380346856438,150.66674955880956,Café
3093,Kurrajong,-33.5532572,150.66770580000002,Seasons Of Kurrajong,-33.553766,150.667352,Café
3094,Kurrajong,-33.5532572,150.66770580000002,Carey & Co,-33.553497,150.666835,Boutique
3095,Kurrajong,-33.5532572,150.66770580000002,Wrapt,-33.553668,150.667193,Café
3096,Kurrajong,-33.5532572,150.66770580000002,Feeding Frenze,-33.553678,150.667025,Café
3097,Kurrajong,-33.5532572,150.66770580000002,Goody Goody Gum Drops,-33.554273777945845,150.66565534092868,Café
3098,Kurrajong,-33.5532572,150.66770580000002,Numero Uno,-33.554846,150.665266,Italian Restaurant
3099,Kurrajong Hills,-33.542067200000005,150.6483995,Bellbird Echo Cafe,-33.54202482372649,150.64445127798933,Café
3100,Kyeemagh,-33.9492195,151.16073730000002,Kyeemagh RSL,-33.94702688788378,151.16015911102295,Other Nightlife
3101,Kyeemagh,-33.9492195,151.16073730000002,St George Randwick Hockey Club,-33.946912278933,151.1597409602414,Sports Club
3102,Kyeemagh,-33.9492195,151.16073730000002,Seafood Café @ C Side,-33.95073681068276,151.16313787397152,Fish & Chips Shop
3103,Kyeemagh,-33.9492195,151.16073730000002,C-Side,-33.950469579859806,151.1634280659813,Seafood Restaurant
3104,Kyeemagh,-33.9492195,151.16073730000002,Cook Park,-33.951236753477346,151.1627281920451,Park
3105,Kyeemagh,-33.9492195,151.16073730000002,Lady Robinsons Beach,-33.950693843949466,151.16396862115158,Beach
3106,Kyeemagh,-33.9492195,151.16073730000002,Kyeemagh Boat Ramp Reserve,-33.94723720045357,151.1644067567043,Park
3107,Kyle Bay,-33.989757700000006,151.0992166,Donnelly Park,-33.989860939862076,151.09661271925827,Park
3108,Kyle Bay,-33.989757700000006,151.0992166,Cup & Cook,-33.987675,151.1004,Café
3109,Kyle Bay,-33.989757700000006,151.0992166,Peacock Trattoria,-33.98765,151.10067,Italian Restaurant
3110,Kyle Bay,-33.989757700000006,151.0992166,Kyle Bay Bowling Club,-33.98828,151.10218,Pub
3111,La Perouse,-33.9887589,151.23180109999998,La Perouse Beach,-33.98903595879942,151.23233816184788,Beach
3112,La Perouse,-33.9887589,151.23180109999998,Bare Grill & Cafe,-33.98797,151.23266,Burger Joint
3113,La Perouse,-33.9887589,151.23180109999998,Congwong Bay Beach,-33.9890384159597,151.23465503623902,Beach
3114,La Perouse,-33.9887589,151.23180109999998,Driftwood on the bay,-33.98797,151.23266,Café
3115,La Perouse,-33.9887589,151.23180109999998,LaPerouse,-33.98967477184608,151.23286440499814,Historic Site
3116,La Perouse,-33.9887589,151.23180109999998,Boatshed Cafe,-33.98768980812075,151.23128071706614,Café
3117,La Perouse,-33.9887589,151.23180109999998,Cann Park,-33.988296062054125,151.2338182251301,Park
3118,La Perouse,-33.9887589,151.23180109999998,La Perouse Bus Stop,-33.98800918921691,151.23352221137094,Bus Station
3119,La Perouse,-33.9887589,151.23180109999998,Bare Island Fort Tours,-33.99044283463013,151.23189983806003,Tour Provider
3120,La Perouse,-33.9887589,151.23180109999998,La Perouse Museum,-33.98842540236924,151.23228692913497,History Museum
3121,La Perouse,-33.9887589,151.23180109999998,Frenchman's Bay,-33.98679335286913,151.2316095203727,Beach
3122,La Perouse,-33.9887589,151.23180109999998,Paris Seafood Cafe,-33.98740020574263,151.2322986308154,Fish & Chips Shop
3123,La Perouse,-33.9887589,151.23180109999998,Danny's Seafood Restaurant,-33.987773941949605,151.23216906892117,Seafood Restaurant
3124,Lakemba,-33.9196311,151.0749236,Jasmin,-33.91877707201399,151.07635544077732,Lebanese Restaurant
3125,Lakemba,-33.9196311,151.0749236,Lakemba Station,-33.919903418351154,151.0761386378941,Train Station
3126,Lakemba,-33.9196311,151.0749236,IGA Lakemba,-33.92102,151.0773,Grocery Store
3127,Lakemba,-33.9196311,151.0749236,Lakemba Pizza,-33.91955621494549,151.0782939768689,Pizza Place
3128,Lakemba,-33.9196311,151.0749236,Woolworths,-33.918017,151.076013,Supermarket
3129,Lakemba,-33.9196311,151.0749236,Urban Culture,-33.920852,151.077557,Boutique
3130,Lakemba,-33.9196311,151.0749236,Al Aseel,-33.9219,151.07841,Lebanese Restaurant
3131,Lakemba,-33.9196311,151.0749236,Ali Supermarket,-33.92295,151.0784,Supermarket
3132,Lalor Park,-33.764993700000005,150.92888330000002,Unique H20 Solutions,-33.76477084469265,150.92867374420166,Business Service
3133,Lalor Park,-33.764993700000005,150.92888330000002,Common Groundz Cafe,-33.762650779693416,150.93074260752942,Café
3134,Lalor Park,-33.764993700000005,150.92888330000002,Pizza2Kebab,-33.76218,150.930656,Pizza Place
3135,Lalor Park,-33.764993700000005,150.92888330000002,Lalor Park Shops,-33.76089143590123,150.93106077207352,Shopping Mall
3136,Lalor Park,-33.764993700000005,150.92888330000002,Lalor Park Skate Park,-33.76187879048016,150.9316743769974,Skate Park
3137,Lane Cove,-33.8160672,151.1678195,Via Napoli Pizzeria,-33.815597028038844,151.16987919987946,Pizza Place
3138,Lane Cove,-33.8160672,151.1678195,North Shore Gym,-33.81467894454561,151.16910479919204,Gym
3139,Lane Cove,-33.8160672,151.1678195,Story Espresso,-33.81406559505828,151.16918521419413,Café
3140,Lane Cove,-33.8160672,151.1678195,Pottery Green Bakers,-33.81391421369657,151.17004183817568,Bakery
3141,Lane Cove,-33.8160672,151.1678195,La Piazza,-33.814641,151.169759,Pizza Place
3142,Lane Cove,-33.8160672,151.1678195,Lane Cove Market Square,-33.81474885338671,151.169202842033,Shopping Mall
3143,Lane Cove,-33.8160672,151.1678195,Lane Cove Aquatic Centre,-33.81359103290308,151.1714422552996,Pool
3144,Lane Cove,-33.8160672,151.1678195,Unwined Bar,-33.81423,151.16883,Wine Bar
3145,Lane Cove,-33.8160672,151.1678195,Persian Basement,-33.81471,151.16795,Persian Restaurant
3146,Lane Cove,-33.8160672,151.1678195,Chargrill Charlie's,-33.81454486333558,151.16889685616826,Fried Chicken Joint
3147,Lane Cove,-33.8160672,151.1678195,La Provence Boulangerie Patisserie & Cafe,-33.8146314274006,151.1682175307256,Café
3148,Lane Cove,-33.8160672,151.1678195,The Cake Man,-33.814229693696056,151.16898334312378,Bakery
3149,Lane Cove,-33.8160672,151.1678195,The Sushi Train,-33.81447,151.16959,Japanese Restaurant
3150,Lane Cove,-33.8160672,151.1678195,Patchai Thai Restaurant,-33.81355,151.1705,Thai Restaurant
3151,Lane Cove,-33.8160672,151.1678195,Anytime Fitness,-33.812800679767605,151.17060669200796,Gym
3152,Lane Cove,-33.8160672,151.1678195,Woolworths,-33.81509698548178,151.16913135594015,Supermarket
3153,Lane Cove,-33.8160672,151.1678195,Fitness First,-33.8146230618988,151.16920978161042,Gym
3154,Lane Cove,-33.8160672,151.1678195,Zest Cafe,-33.81432,151.16957,Café
3155,Lane Cove,-33.8160672,151.1678195,Longueville Hotel,-33.813185,151.170678,Pub
3156,Lane Cove,-33.8160672,151.1678195,Domino's Pizza,-33.81412633211298,151.16928445016302,Pizza Place
3157,Lane Cove,-33.8160672,151.1678195,About Life,-33.81491,151.16741,Organic Grocery
3158,Lane Cove,-33.8160672,151.1678195,Lodge Restaurant,-33.81458387014226,151.16908015131966,Australian Restaurant
3159,Lane Cove,-33.8160672,151.1678195,Ground Caffe,-33.81507715558717,151.16934095096386,Café
3160,Lane Cove,-33.8160672,151.1678195,Cafe Zivelli,-33.81417267495938,151.16987526175757,Café
3161,Lane Cove,-33.8160672,151.1678195,Oliver Brown,-33.8147941059258,151.16889060361606,Coffee Shop
3162,Lane Cove,-33.8160672,151.1678195,Wok Passion,-33.81417,151.16955,Chinese Restaurant
3163,Lane Cove North,-33.8059265,151.16171169999998,Mowbray Eatery,-33.805473,151.163,Café
3164,Lane Cove North,-33.8059265,151.16171169999998,The Source Bulk Foods Rhodes,-33.80538265748626,151.16013765335083,Health Food Store
3165,Lane Cove North,-33.8059265,151.16171169999998,Bella Bacio Cafe,-33.807312,151.16562,Café
3166,Lane Cove North,-33.8059265,151.16171169999998,Chatswood Golf Course,-33.802696699760205,151.16349634653196,Golf Course
3167,Lane Cove North,-33.8059265,151.16171169999998,Mindarie Park,-33.80568,151.156955,Park
3168,Lane Cove West,-33.8119396,151.150078,Blackman Park,-33.81402,151.14842,Park
3169,Lane Cove West,-33.8119396,151.150078,Subway,-33.81097479507329,151.1498886184886,Sandwich Place
3170,Lane Cove West,-33.8119396,151.150078,Fink Chocolate Café,-33.81536256691221,151.15179678028434,Café
3171,Lane Cove West,-33.8119396,151.150078,7-Eleven,-33.8146,151.15435,Convenience Store
3172,Lane Cove West,-33.8119396,151.150078,Poseidon's Catch,-33.815455,151.151951,Fish & Chips Shop
3173,Lane Cove West,-33.8119396,151.150078,Sweet Temptations Patisserie,-33.81531339981712,151.15251493887882,Bakery
3174,Lane Cove West,-33.8119396,151.150078,Carlile Swimming Lane Cove West,-33.80885,151.14695,Swim School
3175,Lansvale,-33.9003985,150.95107819999998,Sydney Take-Away,-33.898734002555415,150.94842447162196,Food Truck
3176,Lansvale,-33.9003985,150.95107819999998,McDonald's,-33.89727300050294,150.95324900542687,Fast Food Restaurant
3177,Lavender Bay,-33.843200200000005,151.2074155,Wendy Whiteley's Secret Garden,-33.843822,151.20813,Garden
3178,Lavender Bay,-33.843200200000005,151.2074155,Bay Ten Espresso,-33.84308095079029,151.2105954551788,Café
3179,Lavender Bay,-33.843200200000005,151.2074155,Rengaya,-33.84082323670048,151.20703233326756,Japanese Restaurant
3180,Lavender Bay,-33.843200200000005,151.2074155,Underground Espresso,-33.83985118600064,151.20765943790383,Coffee Shop
3181,Lavender Bay,-33.843200200000005,151.2074155,Bourke Street Bakery,-33.83887,151.207358,Bakery
3182,Lavender Bay,-33.843200200000005,151.2074155,Piato Restaurant,-33.844548699257395,151.20431196089189,Mediterranean Restaurant
3183,Lavender Bay,-33.843200200000005,151.2074155,Devon Café,-33.84092751068763,151.20766398602623,Café
3184,Lavender Bay,-33.843200200000005,151.2074155,Anytime Fitness,-33.84309932334461,151.20477406919088,Gym
3185,Lavender Bay,-33.843200200000005,151.2074155,The Northside Bunker,-33.83924082467509,151.20879179983737,Café
3186,Lavender Bay,-33.843200200000005,151.2074155,Moorish Blue,-33.84418,151.20468,Moroccan Restaurant
3187,Lavender Bay,-33.843200200000005,151.2074155,My Friend Enzo,-33.840630755953526,151.2075052698881,Café
3188,Lavender Bay,-33.843200200000005,151.2074155,Vienna Sandwiches,-33.83904638468801,151.20828121692765,Sandwich Place
3189,Lavender Bay,-33.843200200000005,151.2074155,The Roots Espresso,-33.83953237583885,151.20767758512375,Café
3190,Lavender Bay,-33.843200200000005,151.2074155,Taruhachi Japanese Dining,-33.839112,151.20805,Japanese Restaurant
3191,Lavender Bay,-33.843200200000005,151.2074155,Pasta Pantry,-33.839408577342624,151.20687538576476,Café
3192,Lavender Bay,-33.843200200000005,151.2074155,Kirribilli Club,-33.84425701558075,151.20955546726577,Bar
3193,Lavender Bay,-33.843200200000005,151.2074155,#burgers X Burgers by Josh Pop-up,-33.84046660160857,151.2077540521746,Burger Joint
3194,Lavender Bay,-33.843200200000005,151.2074155,St Honore Sourdough Bakery,-33.84075452103784,151.20658472354475,Bakery
3195,Lavender Bay,-33.843200200000005,151.2074155,Blues Point Hotel,-33.84564199348503,151.2038974519795,Pub
3196,Lavender Bay,-33.843200200000005,151.2074155,Destination Roll,-33.839217695526486,151.2077932240947,Vietnamese Restaurant
3197,Lavender Bay,-33.843200200000005,151.2074155,Bitter Sweet,-33.838720249166045,151.20784340413869,Café
3198,Lavender Bay,-33.843200200000005,151.2074155,Coney Island,-33.84714204199311,151.2095610166866,Theme Park Ride / Attraction
3199,Lavender Bay,-33.843200200000005,151.2074155,Home Espresso,-33.83920440570278,151.20955969811908,Coffee Shop
3200,Lavender Bay,-33.843200200000005,151.2074155,Breadworks Café,-33.84549,151.20383,Coffee Shop
3201,Lavender Bay,-33.843200200000005,151.2074155,Trio Cafe North Sydney,-33.838904,151.20872995,Café
3202,Lavender Bay,-33.843200200000005,151.2074155,Bacino Bar,-33.83895433228469,151.2080703944028,Café
3203,Lavender Bay,-33.843200200000005,151.2074155,The Point Deli,-33.84541710287529,151.2042045678615,Café
3204,Lavender Bay,-33.843200200000005,151.2074155,JB Hi-Fi,-33.8391844938732,151.20880414322025,Electronics Store
3205,Lavender Bay,-33.843200200000005,151.2074155,Din Tai Fung (鼎泰豐),-33.84057222018681,151.207550367672,Dumpling Restaurant
3206,Lavender Bay,-33.843200200000005,151.2074155,Losurdo's Fresh Express,-33.840608075839036,151.20759011264278,Juice Bar
3207,Lavender Bay,-33.843200200000005,151.2074155,Costi's Fish & Chips,-33.84031424305148,151.20786253222104,Seafood Restaurant
3208,Lavender Bay,-33.843200200000005,151.2074155,Boost Juice,-33.84027626797154,151.20796365655195,Juice Bar
3209,Lavender Bay,-33.843200200000005,151.2074155,Rustic Charm,-33.844869,151.210703,Café
3210,Lavender Bay,-33.843200200000005,151.2074155,Blues Point Gourmet Pizza,-33.84482,151.20448,Pizza Place
3211,Lavender Bay,-33.843200200000005,151.2074155,Walker & Jones Coffee Traders,-33.839239,151.208742,Café
3212,Lavender Bay,-33.843200200000005,151.2074155,Mastro's Cafe,-33.8453713397352,151.21128758973276,Café
3213,Lavender Bay,-33.843200200000005,151.2074155,Fitness First,-33.839494271670056,151.20768279508326,Gym
3214,Leichhardt,-33.8819328,151.155867,Penny Fours,-33.881841430219296,151.15669512136154,Bakery
3215,Leichhardt,-33.8819328,151.155867,Cafe Gioia,-33.883102118846125,151.15689287426056,Italian Restaurant
3216,Leichhardt,-33.8819328,151.155867,Cafe Jolly,-33.88181944153677,151.1568296086733,Café
3217,Leichhardt,-33.8819328,151.155867,Mezzapica Cafe,-33.882694948727426,151.1569159916773,Café
3218,Leichhardt,-33.8819328,151.155867,Rakuen,-33.88223131181578,151.15690892721616,Japanese Restaurant
3219,Leichhardt,-33.8819328,151.155867,Bar Italia,-33.88109090245149,151.15677020488135,Italian Restaurant
3220,Leichhardt,-33.8819328,151.155867,The Royal Leichhardt,-33.88191799282309,151.15677749269827,Pub
3221,Leichhardt,-33.8819328,151.155867,Palace Cinemas,-33.88488837534122,151.15722823660485,Indie Movie Theater
3222,Leichhardt,-33.8819328,151.155867,Ragamuffin,-33.88146326633431,151.15675453421372,Café
3223,Leichhardt,-33.8819328,151.155867,The Royal Botanical,-33.88199684693274,151.15654895237802,Pub
3224,Leichhardt,-33.8819328,151.155867,Aperitivo,-33.88125350047773,151.1569149798822,Italian Restaurant
